# C2 molecule cc-pvdz (nwalk=100k)
  10000  01  1.348051690259  -75.599631202627023  -75.88311(9)
  10000  02  1.427425138834  -75.606640367940031  -75.8861(2) 
  10000  03  1.317824815435  -75.601557570731870  -75.8811(1) 
  10000  04  1.357905880197  -75.613273308168445  -75.8869(1) 
  10000  05  1.282464573638  -75.613652753845173  -75.8877(1) 
  10000  06  1.412605058745  -75.601771519347594  -75.88249(9)
  10000  07  1.473366410199  -75.608035513060216  -75.88359(9)
  10000  08  1.418693508834  -75.613712172944346  -75.8852(1) 
  10000  09  3.359720186440  -75.611359841639327  -75.8845(1) 
  10000  10  1.235788151564  -75.610762687346778  -75.8874(1) 
  10000  11  1.414252014231  -75.602689259905887  -75.8848(1) 
  10000  12  1.633810502683  -75.609487060440273  -75.8854(1) 
  10000  13  1.403803865157  -75.598693279442642  -75.8811(1) 
  10000  14  1.575806708440  -75.601347361265113  -75.88264(9)
  10000  15  1.573203017107  -75.606065799032550  -75.8853(1)
  10000  16  1.260276659951  -75.608797910313953  -75.8858(1)
  10000  17  1.350622670123  -75.608694945352056  -75.88684(8)
  10000  18  1.529914448596  -75.601772041736297  -75.8821(1) 
  10000  19  1.584346325865  -75.602248288299450  -75.8804(1) 
  10000  20  1.552678361332  -75.610098358814014  -75.8883(1)


  30000  01  1.891150170775  -75.603105067909908  -75.88580(9)
  30000  02  1.686945404256  -75.601306105838376  -75.8823(1) 
  30000  03  1.676296774920  -75.611494232817066  -75.8859(1) 
  30000  04  1.652804918270  -75.603911731532207  -75.8843(1) 
  30000  05  1.559665003326  -75.602994409873716  -75.8826(1) 
  30000  06  1.796532450382  -75.605369724242067  -75.8827(1) 
  30000  07  1.984954361302  -75.607746022683074  -75.88402(9)
  30000  08  1.525851901722  -75.605526516666373  -75.88515(8)
  30000  09  1.822010007777  -75.602717748297820  -75.8842(1) 
  30000  10  1.756960119386  -75.599995613390945  -75.8802(1) 
  30000  11  1.615177081847  -75.606151472296901  -75.8854(1) 
  30000  12  1.620275308858  -75.604657459476996  -75.8833(2) 
  30000  13  1.659531109873  -75.602586730936039  -75.88296(9)
  30000  14  1.546283855716  -75.606099946423655  -75.88191(9)
  30000  15  2.123623891027  -75.600503678393821  -75.88201(9)
  30000  16  1.624673585071  -75.608559664782064  -75.8860(1)
  30000  17  1.754225292600  -75.606787346213267  -75.8835(1) 
  30000  18  1.685058109460  -75.602859205987158  -75.88321(8)
  30000  19  1.715859782603  -75.608719385123436  -75.8866(1)
  30000  20  1.755346605487  -75.608428880663865  -75.8855(1)


 100000  01  1.934596299705  -75.607411910779689  -75.8845(1) 
 100000  02  1.873696583746  -75.605599764713347  -75.8830(1) 
 100000  03  1.702770064931  -75.609058036167255  -75.88527(8)
 100000  04  1.864738074285  -75.604982770549768  -75.8836(1) 
 100000  05  1.748128455885  -75.605606068780446  -75.88504(8)
 100000  06  1.710687157268  -75.605259008605643  -75.8839(1) 
 100000  07  1.988906899172  -75.608063526521605  -75.8857(2) 
 100000  08  1.828557736515  -75.607772503856395  -75.8846(1) 
 100000  09  1.764495721455  -75.607565115850704  -75.88449(9)
 100000  10  1.796673265211  -75.606158242322493  -75.8843(1) 
 100000  11  1.864656110863  -75.603984269619048  -75.8834(1) 
 100000  12  1.676058416276  -75.607389142330717  -75.8836(1) 
 100000  13  1.762102664475  -75.604986175873677  -75.8836(1) 
 100000  14  1.758342033597  -75.606081878671176  -75.88449(9)
 100000  15  1.726752155384  -75.603796026907844  -75.8828(1)
 100000  16  1.767118497007  -75.606436965105800  -75.8830(1)
 100000  17  1.938997607900  -75.604907676478490  -75.8830(1) 
 100000  18  1.841971214473  -75.609340063569348  -75.88603(9)
 100000  19  1.811762186282  -75.604865505847769  -75.8839(1) 
 100000  20  2.679263812435  -75.608533169965384  -75.8849(1)


 300000  01  1.790211374271  -75.606642917543667  -75.8848(1) 
 300000  02  1.781445557952  -75.605401012689498  -75.8837(1) 
 300000  03  1.796475797938  -75.606745600171692  -75.8845(1) 
 300000  04  1.762282781796  -75.607419103209139  -75.8849(1) 
 300000  05  1.830157918054  -75.606947880541313  -75.8848(1) 
 300000  06  1.841191397358  -75.604521418521173  -75.8837(1) 
 300000  07  1.912491128227  -75.607210087442709  -75.88427(9)
 300000  08  1.864822254967  -75.605766760871120  -75.88420(9)
 300000  09  1.772117994136  -75.606657466873571  -75.8842(1) 
 #300000  10  1.818438376207  -75.602330387865180  -75.88259(9)
 300000  11  1.833180723984  -75.606513855759928  -75.8845(1) 
 300000  12  1.784186502407  -75.605179960976045  -75.8833(1) 
 300000  13  1.826055173628  -75.602986341572645  -75.8839(1)
 300000  14  1.793699952917  -75.606022028593969  -75.8844(1)
 300000  15  1.755886534053  -75.605161067902429  -75.8840(1)
 300000  16  1.836451583262  -75.607416382135384  -75.8841(1)
 300000  17  1.873017514592  -75.604730630247900  -75.88342(9)
 300000  18  1.839566650689  -75.606944409089550  -75.8845(1) 
 300000  19  1.758410554042  -75.604658344040146  -75.88379(9)
 #300000  20  1.833693378407  -75.602745548093978  -75.8823(1)


1000000  01  1.860472648180  -75.604660427061546  -75.8833(1) 
1000000  02  1.894126863330  -75.605968197686977  -75.8840(1) 
1000000  03  1.824592295849  -75.605176726535419  -75.8837(1) 
1000000  04  1.813299891365  -75.606141371864751  -75.88425(9)
1000000  05  1.822087178767  -75.604686471313698  -75.8833(1) 
1000000  06  1.848596475050  -75.604869610916424  -75.8838(1) 
1000000  07  1.798117492473  -75.606168856427715  -75.88360(9)
1000000  08  1.874360588939  -75.605991872152813  -75.8839(1) 
1000000  09  1.809347790508  -75.604676216338177  -75.8837(1) 
1000000  10  1.827523218840  -75.605394474073336  -75.8840(1) 
1000000  11  1.838578533412  -75.605368943441803  -75.8837(1) 
1000000  12  1.828737642115  -75.604491951065754  -75.8836(1) 
1000000  13  1.866863183446  -75.605014247126348  -75.88343(9)
1000000  14  1.904767767642  -75.605062275494120  -75.8838(1)
1000000  15  1.821260729740  -75.605361423050638  -75.8836(1)
#1000000  16  1.821911493502  -75.603013084853160  -75.8829(1)
1000000  17  1.844803813625  -75.605829602359151  -75.8843(1) 
1000000  18  1.871812517372  -75.605536803820101  -75.88423(9)
1000000  19  1.845794360460  -75.604999445546810  -75.88369(7)
1000000  20  1.805293825859  -75.605440529910979  -75.8839(1)
