#basis- --Nwalk-- --Ndet--- -NwInit- NdInit- ----------E----------- U R
cc-pvdz    999647    742244   176537   19247 -149.9913959 0.0000046 0 0
cc-pvdz   2009249   1455979   386508   43496 -149.9913627 0.0000039 0 0
cc-pvdz   4951639   3494363  1071976  122884 -149.9913819 0.0000044 0 0
cc-pvdz   9978459   6860088  2364161  266266 -149.9914109 0.0000058 1 0
cc-pvdz  19787985  13180541  5143055  547099 -149.9914277 0.0000055 1 0
cc-pvdz  49711717  31219132 14807550 1404156 -149.9914458 0.0000056 1 0
cc-pvdz  99310771  58961007 32994300 2834754 -149.9914441 0.0000050 1 0


cc-pvtz   1002821    889898    65912    9290 -150.1544305 0.0000259 0 0
cc-pvtz   2003472   1766303   139452   18406 -150.1549458 0.0000221 0 0
cc-pvtz   4981206   4346439   374653   47130 -150.1550257 0.0000298 0 0
cc-pvtz   9990000   8625515   790003   99858 -150.1550257 0.0000268 1 0
cc-pvtz  19954017  17088672  1663255  213957 -150.1551028 0.0000260 1 0
cc-pvtz  49806696  42223981  4458965  591291 -150.1551554 0.0000326 1 0
cc-pvtz  99853102  83939004  9481142 1266424 -150.1552502 0.0000248 1 0


cc-pvqz    998564    936777    38321    6035 -150.2309213 0.0000465 0 0
cc-pvqz   1997614   1856990    78737   11567 -150.2329998 0.0000502 0 0
cc-pvqz   4990346   4607863   213079   29161 -150.2346408 0.0000523 0 0
cc-pvqz  10000483   9171186   448673   60010 -150.2350972 0.0000446 1 0
cc-pvqz  20015331  18255700   940469  123437 -150.2353885 0.0000579 1 0
cc-pvqz  50111895  45406293  2492150  331112 -150.2355688 0.0000294 1 0
cc-pvqz  99936890  90188396  5174672  699921 -150.2357080 0.0000304 1 0
cc-pvqz 199822246 179576602 10786570 1483626 -150.2357622 0.0000306 1 0


cc-pv5z   1001779    954464    26089    4481 -150.2556033 0.0001261 0 0
cc-pv5z   2002270   1899576    53701    8561 -150.2584081 0.0001282 0 0
cc-pv5z   5007768   4732578   143264   21041 -150.2614479 0.0001334 0 0
cc-pv5z   9983171   9410872   298960   41848 -150.2626940 0.0001112 1 0
cc-pv5z  20010190  18772789   628805   85350 -150.2635695 0.0000867 1 0
cc-pv5z  50071444  46715517  1669097  224578 -150.2640173 0.0000824 1 0
cc-pv5z  99974802  92930517  3467454  469556 -150.2641610 0.0000621 1 0
cc-pv5z 199620114 184984388  7186088  992994 -150.2644992 0.0000337 1 0
