#basis- -Nwalk-- --Ndet-- NwInit- NdInit ----------E----------- U R
cc-pvdz   999011   508726  433126  31669  -75.8837187 0.0000204 0 0
cc-pvdz  1998377   924426  973036  64817  -75.8837534 0.0000135 0 0
cc-pvdz  4996902  1971049 2817028 157623  -75.8837728 0.0000171 0 0
cc-pvdz  9996429  3409324 6232692 301520  -75.8837571 0.0000166 1 0


cc-pvtz  1000162   759668  187030  17722  -75.9185943 0.0000541 0 0
cc-pvtz  1998992  1484198  409221  36150  -75.9186900 0.0000521 0 0
cc-pvtz  4999470  3581253 1156909  95591  -75.9189678 0.0000647 0 0
cc-pvtz 10001903  6951044 2545757 197857  -75.9190172 0.0000349 1 0


cc-pvqz   999921   846072  112373  11376  -75.9244818 0.0000753 0 0
cc-pvqz  1999618  1671804  242095  23855  -75.9249671 0.0000751 0 0
cc-pvqz  5000019  4121582  669846  62559  -75.9252453 0.0000506 0 0
cc-pvqz 10000507  8146385 1449917 130701  -75.9255199 0.0000829 0 0
cc-pvqz 20000013 16090634 3138934 268703  -75.9257174 0.0000548 1 0
