#basis- -Nwalk-- --Ndet-- NwInit- NdInit  ----------E----------- U R
cc-pvdz   499890    11299  488568   2488   -54.5805126 0.0000007 1 0


cc-pvtz   500085   109073  386869   7628   -54.5919230 0.0000033 1 0


cc-pvqz   499938   229138  266443   8538   -54.5943607 0.0000043 1 0


cc-pv5z   499856   299648  194644   9096   -54.5937505 0.0000073 1 0
