#basis- -Nwalk-- --Ndet-- NwInit- NdInit ----------E----------- U R
cc-pvdz  1000059   585205  352744  25164 -109.4721536 0.0000124 0 0
cc-pvdz  1998857  1107040  776563  54857 -109.4721414 0.0000169 0 0
cc-pvdz  5001544  2538838 2207396 146752 -109.4721766 0.0000133 0 0
cc-pvdz  9994003  4681120 4857157 295411 -109.4721779 0.0000134 1 0


cc-pvtz  1000141   802087  152691  13754 -109.5302017 0.0000407 0 0
cc-pvtz  2000398  1576840  329392  27762 -109.5302484 0.0000342 0 0
cc-pvtz  4999369  3854825  909465  73889 -109.5303948 0.0000277 0 0
cc-pvtz  9998526  7576296 1958046 156330 -109.5304429 0.0000210 1 0


cc-pvqz 19999965 16849322 2444545 215284 -109.5413462 0.0000372 1 0
