#basis- -Nwalk-- --Ndet-- NwInit- NdInit  ----------E----------- U R
cc-pvdz   499952    11824  488537   2766   -75.0482371 0.0000008 1 0


cc-pvtz   500017   120176  373496   7493   -75.0681077 0.0000046 1 0


cc-pvqz   499959   231185  263061   7775   -75.0722526 0.0000053 1 0


cc-pv5z   499995   294011  201078   8310   -75.0724687 0.0000073 1 0
