#                        -----------------wfn----------------- ------------------E_L------------------
#------------r---------- --------hf-------- --------sj-------- --------hf--------- --------sj---------
-0.25000000000000000     1.0000000000000000 1.0000000000000000 -37.965106743632028 -37.965106743632028
-0.24949949949949951     1.0028717063434305 1.0028717063434305 -37.977387279754538 -37.977387279754538
-0.24899899899899899     1.0057517868866070 1.0057517868866070 -37.989709052295922 -37.989709052295922
-0.24849849849849850     1.0086402711384994 1.0086402711384994 -38.002069029471905 -38.002069029471905
-0.24799799799799799     1.0115371887469207 1.0115371887469207 -38.014464126848679 -38.014464126848679
-0.24749749749749750     1.0144425694977894 1.0144425694977894 -38.026891207786619 -38.026891207786619
-0.24699699699699701     1.0173564433143771 1.0173564433143771 -38.039347083916255 -38.039347083916255
-0.24649649649649649     1.0202788402564931 1.0202788402564931 -38.051828515647195 -38.051828515647195
-0.24599599599599600     1.0232097905196338 1.0232097905196338 -38.064332212710276 -38.064332212710276
-0.24549549549549549     1.0261493244340858 1.0261493244340858 -38.076854834734021 -38.076854834734021
-0.24499499499499500     1.0290974724639730 1.0290974724639730 -38.089392991855576 -38.089392991855576
-0.24449449449449451     1.0320542652062741 1.0320542652062741 -38.101943245366868 -38.101943245366868
-0.24399399399399399     1.0350197333897797 1.0350197333897797 -38.114502108396707 -38.114502108396707
-0.24349349349349350     1.0379939078740101 1.0379939078740101 -38.127066046629253 -38.127066046629253
-0.24299299299299298     1.0409768196480775 1.0409768196480775 -38.139631479059503 -38.139631479059503
-0.24249249249249250     1.0439684998295067 1.0439684998295067 -38.152194778786466 -38.152194778786466
-0.24199199199199201     1.0469689796630131 1.0469689796630131 -38.164752273844471 -38.164752273844471
-0.24149149149149149     1.0499782905192188 1.0499782905192188 -38.177300248073294 -38.177300248073294
-0.24099099099099100     1.0529964638933240 1.0529964638933240 -38.189834942027801 -38.189834942027801
-0.24049049049049048     1.0560235314037416 1.0560235314037416 -38.202352553927355 -38.202352553927355
-0.23998998998998999     1.0590595247906645 1.0590595247906645 -38.214849240645904 -38.214849240645904
-0.23948948948948948     1.0621044759145948 1.0621044759145948 -38.227321118743276 -38.227321118743276
-0.23898898898898899     1.0651584167548218 1.0651584167548218 -38.239764265537929 -38.239764265537929
-0.23848848848848850     1.0682213794078477 1.0682213794078477 -38.252174720222200 -38.252174720222200
-0.23798798798798798     1.0712933960857618 1.0712933960857618 -38.264548485020264 -38.264548485020264
-0.23748748748748749     1.0743744991145698 1.0743744991145698 -38.276881526389460 -38.276881526389460
-0.23698698698698697     1.0774647209324695 1.0774647209324695 -38.289169776265524 -38.289169776265524
-0.23648648648648649     1.0805640940880805 1.0805640940880805 -38.301409133352308 -38.301409133352308
-0.23598598598598600     1.0836726512386108 1.0836726512386108 -38.313595464456412 -38.313595464456412
-0.23548548548548548     1.0867904251479905 1.0867904251479905 -38.325724605867315 -38.325724605867315
-0.23498498498498499     1.0899174486849430 1.0899174486849430 -38.337792364783468 -38.337792364783468
-0.23448448448448447     1.0930537548210117 1.0930537548210117 -38.349794520784947 -38.349794520784947
-0.23398398398398398     1.0961993766285278 1.0961993766285278 -38.361726827352882 -38.361726827352882
-0.23348348348348349     1.0993543472785499 1.0993543472785499 -38.373585013436490 -38.373585013436490
-0.23298298298298298     1.1025187000387198 1.1025187000387198 -38.385364785067836 -38.385364785067836
-0.23248248248248249     1.1056924682710971 1.1056924682710971 -38.397061827024970 -38.397061827024970
-0.23198198198198197     1.1088756854299333 1.1088756854299333 -38.408671804543687 -38.408671804543687
-0.23148148148148148     1.1120683850594018 1.1120683850594018 -38.420190365078597 -38.420190365078597
-0.23098098098098099     1.1152706007912618 1.1152706007912618 -38.431613140113427 -38.431613140113427
-0.23048048048048048     1.1184823663424974 1.1184823663424974 -38.442935747021451 -38.442935747021451
-0.22997997997997999     1.1217037155128948 1.1217037155128948 -38.454153790975866 -38.454153790975866
-0.22947947947947947     1.1249346821825734 1.1249346821825734 -38.465262866910990 -38.465262866910990
-0.22897897897897898     1.1281753003094663 1.1281753003094663 -38.476258561534010 -38.476258561534010
-0.22847847847847849     1.1314256039267652 1.1314256039267652 -38.487136455388011 -38.487136455388011
