-0.02 0.178591293110  0.000933453507
-0.04 0.182767964506  0.001351449129
-0.06 0.188819997599  0.000857071444
-0.08 0.193019199724  0.000773863109
-0.10 0.200886215658  0.001021403929
-0.12 0.204308574631  0.000885672103
-0.14 0.210794554401  0.001263013837
-0.16 0.217026262527  0.000836803166
-0.18 0.224574405046  0.000792100802
-0.20 0.229467388213  0.002045768352
-0.22 0.243550301121  0.002067261262
-0.24 0.248336521333  0.001753338920
-0.26 0.257342390878  0.001472715170
-0.28 0.270262655397  0.001134821690
-0.30 0.277297046709  0.002108391145
-0.32 0.291225251324  0.001320972369
-0.34 0.301129803306  0.002114410785
-0.36 0.310665541562  0.001950212997
-0.38 0.328736885741  0.003003735089
-0.40 0.341086470051  0.002693927000
-0.42 0.351268685268  0.002313870870
-0.44 0.366048957966  0.003316959774
-0.46 0.373070217196  0.002011601431
-0.48 0.394460185389  0.001701021308
-0.50 0.408640189386  0.003117793706
-0.52 0.424487253350  0.003158065234
-0.54 0.440955213672  0.003700237028
-0.56 0.453243651586  0.004366005972
-0.58 0.474997551955  0.003566878423
-0.60 0.497591268164  0.002688391919
-0.62 0.507464120655  0.002712286876
-0.64 0.534370434984  0.003757234809
-0.66 0.542531965690  0.003618195976
-0.68 0.564912164073  0.003336194270
-0.70 0.586920907186  0.004570429783
-0.72 0.607164916276  0.005441751814
-0.74 0.619295092871  0.003394337510
-0.76 0.659042620428  0.004443821094
-0.78 0.658324966755  0.004928067720
-0.80 0.700840500961  0.006465861352
-0.82 0.706262042750  0.005091743254
-0.84 0.744058432199  0.006738140481
-0.86 0.764380871732  0.006120978825
-0.88 0.772082137099  0.006728815591
-0.90 0.797021093891  0.004480653047
-0.92 0.829788819721  0.006242611308
-0.94 0.854101328527  0.007015699511
-0.96 0.877665839021  0.007786378436
-0.98 0.898705186250  0.005074963590
-1.00 0.935368065196  0.007589955020
-1.02 0.960162241879  0.007367612889
-1.04 0.990442613146  0.004918218508
-1.06 1.016805397573  0.008786504901
-1.08 1.046476570112  0.009846664236
-1.10 1.071860373116  0.007495576401
-1.12 1.089906889161  0.009773900301
-1.14 1.121535110920  0.012857022307
-1.16 1.148091466614  0.006091111812
-1.18 1.198777256300  0.012536179735
-1.20 1.225483556166  0.007227421944
-1.22 1.246602193141  0.013953636062
-1.24 1.283196244782  0.016371675494
-1.26 1.318688510790  0.015010818888
-1.28 1.361000710387  0.010266952894
-1.30 1.370505248301  0.009275343428
-1.32 1.415465874638  0.010114893272
-1.34 1.459820877366  0.012925290479
-1.36 1.485308936951  0.014129060118
-1.38 1.522099920169  0.013760133512
-1.40 1.570478483364  0.011281697967
-1.42 1.609369716203  0.014737868116
-1.44 1.620863846142  0.012498797311
-1.46 1.651917826638  0.010763165715
-1.48 1.707247631277  0.011540922080
-1.50 1.733191121023  0.008916178092
-1.52 1.793759517910  0.017169846515
-1.54 1.810935307946  0.017961314758
-1.56 1.840473775771  0.011679205727
-1.58 1.913927349131  0.018237665633
-1.60 1.903911113110  0.013984510005
-1.62 1.947521908646  0.020797882862
-1.64 1.992425431646  0.017844389103
-1.66 2.086430531023  0.019851002955
-1.68 2.120361193415  0.022899133743
-1.70 2.127800116679  0.016130297665
-1.72 2.176550278576  0.017872061622
-1.74 2.216965385384  0.020575821315
-1.76 2.250472385590  0.018846962070
-1.78 2.296747525995  0.031187732358
-1.80 2.338834089810  0.017325105872
-1.82 2.445176639678  0.010480219476
-1.84 2.437880900818  0.034412818344
-1.86 2.513162864460  0.023226093729
-1.88 2.544649546700  0.023161137765
-1.90 2.614776878384  0.015634727560
-1.92 2.633704432723  0.027141617193
-1.94 2.667085284711  0.016712071636
-1.96 2.720605285236  0.026784326732
-1.98 2.777394022917  0.020051877624
