-3.0 -7.571951199912  0.007579954790      
-2.9 -7.571318099345  0.007091719612      
-2.8 -7.558736010938  0.006769299660      
-2.7 -7.530873199129  0.007357879023      
-2.6 -7.532740125147  0.006552248772      
-2.5 -7.513705254811  0.006413903831      
-2.4 -7.514681403075  0.006403014988      
-2.3 -7.499892058823  0.005868217592      
-2.2 -7.484478489494  0.005940057748      
-2.1 -7.481175907159  0.005503036372      
-2.0 -7.474050886782  0.005453856451      
-1.9 -7.480200743799  0.004583133012      
-1.8 -7.462781565029  0.004681344871      
-1.7 -7.472766441976  0.004160090637      
-1.6 -7.460058294916  0.004510394357      
-1.5 -7.448079758938  0.004472024454      
-1.4 -7.449782660869  0.004452177882      
-1.3 -7.446046399950  0.003995751717      
-1.2 -7.439700249281  0.003382065114      
-1.1 -7.437229113705  0.003401854487      
-1.0 -7.439151014343  0.002513011825      
-0.9 -7.427569026664  0.002822091065      
-0.8 -7.438486661474  0.002389237212      
-0.7 -7.436550295004  0.002497248532      
-0.6 -7.434850612866  0.002084731488      
-0.5 -7.437941077742  0.001913970014      
-0.4 -7.440035702257  0.001812068785      
-0.3 -7.444370921448  0.001511989287      
-0.2 -7.447314886018  0.001570447584      
-0.1 -7.454337380051  0.001331508828      
0.0  -7.457477616393  0.001254102002      
0.1  -7.460355673367  0.001272841630      
0.2  -7.467401485372  0.001178622858      
0.3  -7.474599256055  0.001219884019      
0.4  -7.482836514448  0.001426370173      
0.5  -7.488976871871  0.001423308068      
0.6  -7.497279131375  0.001688103785      
0.7  -7.509353396216  0.001788850974      
0.8  -7.518394475204  0.001908174248      
0.9  -7.531888057486  0.002141748927      
1.0  -7.537980997328  0.002500104594      
1.1  -7.549822470844  0.002476366858      
1.2  -7.563065646086  0.003109414916      
1.3  -7.578013087460  0.003099751698      
1.4  -7.594005057841  0.003235073592      
1.5  -7.598615606603  0.003632897167      
1.6  -7.611931036373  0.004029964351      
1.7  -7.637318801202  0.003994315718      
1.8  -7.645912573247  0.004411364297      
1.9  -7.666515129009  0.004825350812      
2.0  -7.685307399661  0.004888722166      
2.1  -7.694370485971  0.005149884646      
2.2  -7.714513821350  0.005649246395      
2.3  -7.738378453050  0.005458933075      
2.4  -7.758624391563  0.005561507406      
2.5  -7.772500878575  0.006519617408      
2.6  -7.795569325909  0.006530008213      
2.7  -7.834146564052  0.006525712271      
2.8  -7.843897354201  0.006735381191      
2.9  -7.860975191750  0.006811135657      
3.0  -7.885840546326  0.007166977708      
