1.92      -109.388808
2.0       -109.406939
2.08      -109.412216
2.16      -109.407945
2.24      -109.396982
2.32      -109.380926
2.4       -109.362026
2.48      -109.34054
2.98      -109.20674
3.48      -109.11622
3.98      -109.07819
4.48      -109.06109
4.98      -109.05675
5.48      -109.05442
5.98      -109.0562
6.48      -109.0515
6.98      -109.0590
7.48      -109.0558
7.98      -109.0525
8.48      -109.0579
8.98      -109.0527
9.48      -109.0535
10.0      -109.05608
